"openalex_id","doi","title","publication_year","publication_date","cited_by_count","source","domain","field","subfield","primary_topic","is_open_access","open_access_status","has_fulltext","has_pdf","knime_role","likely_uses_knime_workflow_platform","classification_reason"
"https://openalex.org/W2808421084","https://doi.org/10.5121/ijaia.2018.9301","ESB Platform Integrating Knime Data Mining Tool Oriented on Industry 4.0 Based on Artificial Neural Network Predictive Maintenance","2018","2018-05-30","40","International Journal of Artificial Intelligence & Applications","Physical Sciences","Engineering","Industrial and Manufacturing Engineering","Industrial Vision Systems and Defect Detection","True","bronze","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W4252315637","https://doi.org/10.2174/1568026611212180004","Drug Discovery Applications for KNIME: An Open Source Data Mining Platform","2013","2013-01-07","20","Current Topics in Medicinal Chemistry","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","False","closed","False","False","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W2075849109","https://doi.org/10.1002/minf.201400188","Screening Chemicals for Receptor‐Mediated Toxicological and Pharmacological Endpoints: Using Public Data to Build Screening Tools within a KNIME Workflow","2015","2015-02-01","39","Molecular Informatics","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","green","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W3047697246","https://doi.org/10.5599/admet.852","ADME Prediction with KNIME: In silico aqueous solubility models based on supervised recursive machine learning approaches","2020","2020-08-08","29","ADMET & DMPK","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","diamond","True","True","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W2340741354","https://doi.org/10.1177/1087057115618348","A KNIME-Based Analysis of the Zebrafish Photomotor Response Clusters the Phenotypes of 14 Classes of Neuroactive Molecules","2015","2015-12-04","26","SLAS DISCOVERY","Life Sciences","Biochemistry, Genetics and Molecular Biology","Cell Biology","Zebrafish Biomedical Research Applications","True","hybrid","True","True","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W4200444944","https://doi.org/10.18178/ijiet.2022.12.2.1591","A Predictive Model Implemented in KNIME Based on Learning Analytics for Timely Decision Making in Virtual Learning Environments","2021","2021-12-27","27","International Journal of Information and Education Technology","Physical Sciences","Computer Science","Computer Science Applications","Online Learning and Analytics","True","diamond","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2884603949","https://doi.org/10.1007/978-1-4939-8630-9_7","Enalos+ KNIME Nodes: New Cheminformatics Tools for Drug Discovery","2018","2018-01-01","16","Methods in molecular biology","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","False","closed","False","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2296589160","https://doi.org/10.1093/database/bav087","Connecting proteins with drug-like compounds: Open source drug discovery workflows with BindingDB and KNIME","2015","2015-01-01","22","Database","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","gold","True","True","uses_knime_as_tool","True","\bworkflow[s]?\b.{0,80}\bknime\b"
"https://openalex.org/W3048237950","https://doi.org/10.1016/j.envsoft.2020.104780","Solar radiation modeling with KNIME and Solar Analyst: Increasing environmental model reproducibility using scientific workflows","2020","2020-08-07","23","Environmental Modelling & Software","Social Sciences","Decision Sciences","Information Systems and Management","Scientific Computing and Data Management","True","green","True","False","uses_knime_as_tool","True","\bworkflow[s]?\b.{0,80}\bknime\b"
"https://openalex.org/W2133196484","https://doi.org/10.1039/c4ra15317k","The KNIME based classification models for yellow fever virus inhibition","2015","2015-01-01","14","RSC Advances","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Machine Learning in Bioinformatics","True","bronze","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W4280568514","https://doi.org/10.3390/ijms23105727","Comparative Analyses of Medicinal Chemistry and Cheminformatics Filters with Accessible Implementation in Konstanz Information Miner (KNIME)","2022","2022-05-20","23","International Journal of Molecular Sciences","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","gold","True","True","about_knime_or_extension","True","\bkonstanz information miner\b"
"https://openalex.org/W2979747338","https://doi.org/10.5121/ijnsa.2019.11501","Machine Learning in Network Security Using KNIME Analytics","2019","2019-09-30","12","International Journal of Network Security & Its Applications","Physical Sciences","Computer Science","Computer Networks and Communications","Network Security and Intrusion Detection","True","diamond","True","True","uses_knime_as_tool","True","\busing knime\b"
"https://openalex.org/W4310102410","https://doi.org/10.1021/acs.jcim.2c01199","Q-raKtion: A Semiautomated KNIME Workflow for Bioactivity Data Points Curation","2022","2022-11-28","14","Journal of Chemical Information and Modeling","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","hybrid","True","False","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W4393901958","https://doi.org/10.1016/j.aichem.2024.100063","KNIME workflows for applications in medicinal and computational chemistry","2024","2024-04-03","8","Artificial Intelligence Chemistry","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","diamond","True","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2443882833","","A Prototype for Executable and Portable Electronic Clinical Quality Measures Using the KNIME Analytics Platform.","2015","2015-01-01","13","PubMed","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Biomedical Text Mining and Ontologies","True","green","True","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2766298719","https://doi.org/10.1109/ssps.2017.8071585","Churn prediction analysis using various clustering algorithms in KNIME analytics platform","2017","2017-05-01","14","2017 Third International Conference on Sensing, Signal Processing and Security (ICSSS)","Social Sciences","Business, Management and Accounting","Marketing","Customer churn and segmentation","False","closed","False","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W3108856375","https://doi.org/10.1186/s13321-020-00474-z","A ligand-based computational drug repurposing pipeline using KNIME and Programmatic Data Access: case studies for rare diseases and COVID-19","2020","2020-11-25","26","Journal of Cheminformatics","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Bioinformatics and Genomic Networks","True","gold","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W3184653946","https://doi.org/10.1002/pmic.202000319","DDASSQ: An open‐source, multiple peptide sequencing strategy for label free quantification based on an OpenMS pipeline in the KNIME analytics platform","2021","2021-07-27","21","PROTEOMICS","Physical Sciences","Chemistry","Spectroscopy","Advanced Proteomics Techniques and Applications","True","hybrid","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W3145856480","https://doi.org/10.1016/j.mex.2021.101330","Automated measurement of the spontaneous tail coiling of zebrafish embryos as a sensitive behavior endpoint using a workflow in KNIME","2021","2021-01-01","17","MethodsX","Life Sciences","Biochemistry, Genetics and Molecular Biology","Cell Biology","Zebrafish Biomedical Research Applications","True","gold","True","True","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W4392956895","https://doi.org/10.1002/pro.4928","Examining evolutionary scale modeling‐derived different‐dimensional embeddings in the antimicrobial peptide classification through a KNIME workflow","2024","2024-03-19","18","Protein Science","Life Sciences","Immunology and Microbiology","Microbiology","Antimicrobial Peptides and Activities","True","green","True","True","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W4407238811","https://doi.org/10.1002/minf.202400337","KNIME Workflows for Chemoinformatic Characterization of Chemical Databases","2025","2025-02-01","7","Molecular Informatics","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","hybrid","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W3127872743","https://doi.org/10.4258/hir.2021.27.1.82","Codeless Deep Learning of COVID-19 Chest X-Ray Image Dataset with KNIME Analytics Platform","2021","2021-01-31","13","Healthcare Informatics Research","Health Sciences","Medicine","Radiology, Nuclear Medicine and Imaging","COVID-19 diagnosis using AI","True","gold","True","True","about_knime_or_extension","True","\bkonstanz information miner\b"
"https://openalex.org/W2383369155","https://doi.org/10.1016/j.procs.2016.04.275","Oil-immersed Transformer Internal Thermoelectric Potential Fault Diagnosis Based on Decision-tree of KNIME Platform","2016","2016-01-01","15","Procedia Computer Science","Physical Sciences","Engineering","Electrical and Electronic Engineering","Power Transformer Diagnostics and Insulation","True","diamond","True","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W3003244993","https://doi.org/10.24406/publica-fhg-406560","AI supported Topic Modeling using KNIME-Workflows","2022","2022-12-14","9","Fraunhofer-Publica (Fraunhofer-Gesellschaft)","Physical Sciences","Computer Science","Artificial Intelligence","Topic Modeling","True","green","True","False","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W3008406917","https://doi.org/10.1177/2472555220907091","A KNIME Workflow for Automated Structure Verification","2020","2020-02-21","6","SLAS DISCOVERY","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","hybrid","True","True","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W4300963334","https://doi.org/10.48084/etasr.5184","Data Mining Regarding Cyberbullying in the Arabic Language on Instagram Using KNIME and Orange Tools","2022","2022-10-02","10","Engineering Technology & Applied Science Research","Physical Sciences","Computer Science","Artificial Intelligence","Hate Speech and Cyberbullying Detection","True","gold","True","True","uses_knime_as_tool","True","\busing knime\b"
"https://openalex.org/W2284868581","https://doi.org/10.15496/publikation-3781","From the Desktop to the Grid: conversion of KNIME Workflows to gUSE","2013","2013-01-01","7","MPG.PuRe (Max Planck Society)","Social Sciences","Decision Sciences","Information Systems and Management","Scientific Computing and Data Management","False","closed","False","False","about_knime_or_extension","True","\bkonstanz information miner\b"
"https://openalex.org/W4310361545","https://doi.org/10.1093/bioadv/vbac090","A toolkit for covalent docking with GOLD: from automated ligand preparation with KNIME to bound protein–ligand complexes","2022","2022-01-01","11","Bioinformatics Advances","Physical Sciences","Chemistry","Organic Chemistry","Click Chemistry and Applications","True","gold","True","True","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W4321100313","https://doi.org/10.3390/molecules28041832","A KNIME Workflow to Assist the Analogue Identification for Read-Across, Applied to Aromatase Activity","2023","2023-02-15","10","Molecules","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","gold","True","True","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W2900409150","https://doi.org/10.14419/ijet.v7i4.5.20079","Evaluating the Performance of Supervised Classification Models: Decision Tree and Naïve Bayes Using KNIME","2018","2018-09-22","9","International Journal of Engineering & Technology","Physical Sciences","Computer Science","Artificial Intelligence","Data Stream Mining Techniques","True","diamond","True","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W4389777574","https://doi.org/10.1109/iisa59645.2023.10345903","A Machine Learning Pipeline Using KNIME to Predict Hospital Admission in the MIMIC-IV Database","2023","2023-07-10","10","2023 14th International Conference on Information, Intelligence, Systems &amp; Applications (IISA)","Social Sciences","Decision Sciences","Management Science and Operations Research","Data Quality and Management","False","closed","False","False","uses_knime_as_tool","True","\busing knime\b"
"https://openalex.org/W4365810997","https://doi.org/10.1111/cbdd.14250","A machine learning‐based KNIME workflow to predict <scp>VEGFR</scp>‐2 inhibitors","2023","2023-04-15","8","Chemical Biology & Drug Design","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","bronze","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W3179885090","https://doi.org/10.5599/admet.979","ADME prediction with KNIME: A retrospective contribution to the second “Solubility Challenge”","2021","2021-07-12","6","ADMET & DMPK","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","diamond","True","True","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W2748496700","https://doi.org/10.1109/fuzz-ieee.2017.8015509","KEEL meets KNIME","2017","2017-07-01","2","2017 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE)","Physical Sciences","Computer Science","Artificial Intelligence","Fuzzy Logic and Control Systems","False","closed","False","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W3094314904","https://doi.org/10.2174/092986732738201014102814","Cheminformatics Toolboxes and Workflows within KNIME Analytics","2020","2020-10-19","5","Current Medicinal Chemistry","Social Sciences","Decision Sciences","Information Systems and Management","Scientific Computing and Data Management","True","hybrid","True","False","uses_knime_as_tool","True","\bworkflow[s]?\b.{0,80}\bknime\b"
"https://openalex.org/W2479842423","https://doi.org/10.5281/zenodo.55805","knime-testflow: v1.0.0","2016","2016-06-17","2","Zenodo (CERN European Organization for Nuclear Research)","Life Sciences","Biochemistry, Genetics and Molecular Biology","Biophysics","Cell Image Analysis Techniques","True","green","True","False","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W3210039066","https://doi.org/10.5281/zenodo.3475086","TeachOpenCADD-KNIME v1.0.0","2019","2019-10-07","2","Figshare","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","green","True","False","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W2921307297","https://doi.org/10.1007/s10822-019-00195-y","ToGo-WF: prediction of RNA tertiary structures and RNA–RNA/protein interactions using the KNIME workflow","2019","2019-03-06","7","Journal of Computer-Aided Molecular Design","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","RNA and protein synthesis mechanisms","True","bronze","True","True","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W3133571778","https://doi.org/10.1145/3408877.3439538","KNIME Analytics Platform for Visual Data Science and Business Analytics Teaching","2021","2021-03-03","4","Proceedings of the 52nd ACM Technical Symposium on Computer Science Education","Social Sciences","Business, Management and Accounting","Management Information Systems","Big Data and Business Intelligence","False","closed","False","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2314412733","https://doi.org/10.1186/s12866-016-0676-9","A semi-automated, KNIME-based workflow for biofilm assays","2016","2016-04-06","3","BMC Microbiology","Physical Sciences","Materials Science","Biomaterials","Diatoms and Algae Research","True","gold","True","True","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W2567153465","https://doi.org/10.1093/bioinformatics/btw707","CymeR: cytometry analysis using KNIME, docker and R","2016","2016-11-10","3","Bioinformatics","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Single-cell and spatial transcriptomics","True","hybrid","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2612813101","","Ensembles and PMML in KNIME","2013","2013-01-01","1","KOPS (University of Konstanz)","Physical Sciences","Computer Science","Artificial Intelligence","Machine Learning and Algorithms","False","closed","True","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W4200247931","https://doi.org/10.1109/icdabi53623.2021.9655815","An Application on Ensemble Learning Using KNIME","2021","2021-10-25","2","2021 International Conference on Data Analytics for Business and Industry (ICDABI)","Health Sciences","Medicine","Radiology, Nuclear Medicine and Imaging","COVID-19 diagnosis using AI","False","closed","False","False","uses_knime_as_tool","True","\busing knime\b"
"https://openalex.org/W3174692406","","RDKit nodes for knime","2010","2010-10-05","1","","Physical Sciences","Chemistry","Organic Chemistry","Chemical synthesis and alkaloids","False","closed","False","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W4389226729","https://doi.org/10.1016/j.comtox.2023.100292","Using read-across to build physiologically-based kinetic models: Part 1. Development of a KNIME workflow to assist analogue selection for PBK modelling","2023","2023-12-01","6","Computational Toxicology","Health Sciences","Veterinary","Small Animals","Animal testing and alternatives","True","hybrid","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W4290564962","https://doi.org/10.4258/hir.2022.28.3.276","Text Mining of Biomedical Articles Using the Konstanz Information Miner (KNIME) Platform: Hemolytic Uremic Syndrome as a Case Study","2022","2022-07-31","5","Healthcare Informatics Research","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Biomedical Text Mining and Ontologies","True","gold","True","True","about_knime_or_extension","True","\bkonstanz information miner\b"
"https://openalex.org/W4290775090","https://doi.org/10.1016/j.jics.2022.100672","Automated QSPR modeling and data curation of physicochemical properties using KNIME platform: Prediction of partition coefficients","2022","2022-08-09","4","Journal of the Indian Chemical Society","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","False","closed","False","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2991705251","https://doi.org/10.1109/wimob.2019.8923233","Checking the Plausibility of Nutrient Data in Food Datasets Using KNIME and Big Data","2019","2019-10-01","3","2019 International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)","Health Sciences","Medicine","Public Health, Environmental and Occupational Health","Nutritional Studies and Diet","False","closed","False","False","uses_knime_as_tool","True","\busing knime\b"
"https://openalex.org/W4402749476","https://doi.org/10.1007/978-1-0716-4003-6_19","PFAS-Biomolecule Interactions: Case Study Using Asclepios Nodes and Automated Workflows in KNIME for Drug Discovery and Toxicology","2024","2024-09-23","4","Methods in molecular biology","Physical Sciences","Chemistry","Spectroscopy","Analytical Chemistry and Chromatography","False","closed","False","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W4206428693","https://doi.org/10.1177/14690667211073317","BeerMIMS: Exploring the Use of Membrane-Inlet Mass Spectrometry (MIMS) Coupled to KNIME for the Characterization of Danish Beers","2021","2021-12-01","3","European Journal of Mass Spectrometry","Life Sciences","Agricultural and Biological Sciences","Food Science","Fermentation and Sensory Analysis","False","closed","False","False","about_knime_or_extension","True","\bkonstanz information miner\b"
"https://openalex.org/W3009493977","https://doi.org/10.36877/pddbs.a0000035","An automated workflow by using KNIME Analytical Platform: a case study for modelling and predicting HIV-1 protease inhibitors","2019","2019-09-30","4","Progress in Drug Discovery & Biomedical Science","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","diamond","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2553057036","","Sentiment Analysis using KNIME: a Systematic Literature Review of Big Data Logistics","2016","2016-10-09","2","Loughborough University Institutional Repository (Loughborough University)","Social Sciences","Business, Management and Accounting","Management Information Systems","Big Data and Business Intelligence","True","green","True","True","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W4323270368","https://doi.org/10.1002/minf.202200245","A new set of KNIME nodes implementing the QPhAR algorithm","2023","2023-03-06","1","Molecular Informatics","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","hybrid","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W4282560006","https://doi.org/10.1186/s13321-022-00615-6","KNIME workflow for retrieving causal drug and protein interactions, building networks, and performing topological enrichment analysis demonstrated by a DILI case study","2022","2022-06-13","4","Journal of Cheminformatics","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","gold","True","True","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W2800508258","https://doi.org/10.1109/smarttechcon.2017.8358433","Product recommendation for the day using fuzzy c-means and association rule generator in KNIME","2017","2017-08-01","2","2017 International Conference On Smart Technologies For Smart Nation (SmartTechCon)","Social Sciences","Business, Management and Accounting","Marketing","Customer churn and segmentation","False","closed","False","False","uses_knime_as_tool","True","\busing knime\b"
"https://openalex.org/W4410537270","https://doi.org/10.1109/kst65016.2025.11003355","Forecasting Hydroelectric Production in Nepal Using Knime Analytics","2025","2025-02-26","1","2025 17th International Conference on Knowledge and Smart Technology (KST)","Physical Sciences","Engineering","Electrical and Electronic Engineering","Energy Load and Power Forecasting","False","closed","False","False","about_knime_or_extension","True","\bkonstanz information miner\b"
"https://openalex.org/W4406287644","https://doi.org/10.1002/jcc.70030","<scp>COX</scp> ‐2 Inhibitor Prediction With <scp>KNIME</scp> : A Codeless Automated Machine Learning‐Based Virtual Screening Workflow","2025","2025-01-11","4","Journal of Computational Chemistry","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","False","closed","False","False","uses_knime_as_tool","True","\bknime workflow\b"
