id,doi,display_name,publication_year,publication_date,type,type_crossref,cited_by_count,is_oa,open_access_status,primary_location_source,primary_location_landing_page_url,primary_location_pdf_url,authorships_count,first_author
https://openalex.org/W4417012598,https://doi.org/10.59350/8z7n8-1k156,Cheminformatics Data Pipelining with KNIME - Configuring a Node Developer Environment on Ubuntu Linux,2010,2010-10-14,article,,0,True,gold,,https://doi.org/10.59350/8z7n8-1k156,,1,Richard L. Apodaca
https://openalex.org/W4206021533,https://doi.org/10.18411/trnio-12-2021-92,Структура платформы Knime Analytics Platform и ее возможности,2021,2021-01-01,article,,0,True,bronze,ТЕНДЕНЦИИ РАЗВИТИЯ НАУКИ И ОБРАЗОВАНИЯ,http://doi.org/10.18411/trnio-12-2021-92,https://doi.org/10.18411/trnio-12-2021-92,3,Д.М. Магамедова
https://openalex.org/W1961307031,https://doi.org/10.1016/j.chemosphere.2015.06.009,Investigation of the Verhaar scheme for predicting acute aquatic toxicity: Improving predictions obtained from Toxtree ver. 2.6,2015,2015-06-16,article,,47,True,green,Chemosphere,https://doi.org/10.1016/j.chemosphere.2015.06.009,,4,Claire M. Ellison
https://openalex.org/W7108229741,https://doi.org/10.5281/zenodo.17775761,Develop an LLM-based framework for translating KNIME workflows into Galaxy Imaging workflows,2025,2025-12-01,article,,0,True,green,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.17775761,,5,"Nguyen, Khanh Xuan"
https://openalex.org/W4414861801,https://doi.org/10.65000/gnepth87,Effective Workflow Automation and Data Mining Models Using KNIME Analytics Platform,2024,2024-04-30,article,,0,True,hybrid,International Journal of Industrial Engineering,https://doi.org/10.65000/gnepth87,https://gjpublications.com/index.php/IJIE/article/download/224/214,4,S Subalya
https://openalex.org/W3165480446,https://doi.org/10.17605/osf.io/r67ay,Facebook Posts of Public Libraries in Ankara: Datasets and KNIME Workflow,2020,2020-01-01,article,,0,True,green,OSF Preprints (OSF Preprints),https://doi.org/10.17605/OSF.IO/R67AY,,2,"sahika eroğlu,"
https://openalex.org/W2744653082,,Analysis of the K-means cluster results based on SPSS and KNIME,2010,2010-01-01,article,,0,False,closed,Weixingji yu Yingyong,http://jglobal.jst.go.jp/public/201602242784447545,,1,Peng Chen
https://openalex.org/W4321784751,https://doi.org/10.22214/ijraset.2023.49213,A Study of Machine Learning Effectiveness in Detecting Credit Card Fraud: KNIME,2023,2023-02-24,article,,0,True,diamond,International Journal for Research in Applied Science and Engineering Technology,http://doi.org/10.22214/ijraset.2023.49213,https://doi.org/10.22214/ijraset.2023.49213,2,T Prathibha
https://openalex.org/W2593226556,,Data Analysis in E-Learning System of Gunadarma University by Using Knime,2008,2008-01-01,article,,0,True,green,Gunadarma University Repository (Gunadarma University),,http://repository.gunadarma.ac.id/676/1/Data%20Analysis%20in%20E-Learning%20System%20of%20Gunadarma%20University%20by%20Using%20Knime.pdf,4,Dian Kusuma Ningtyas
https://openalex.org/W2910355936,https://doi.org/10.2174/2213275912666190119162204,Design of a Predictive Model to Detect anomaly on Time series using KNIME,2019,2019-01-19,article,,0,False,closed,Recent Patents on Computer Science,https://doi.org/10.2174/2213275912666190119162204,,4,Shaik Abdul Khalandar Basha
